"","ID","X.x","locality","sites","region","area","biomassarea1","biomassarea2","biomassarea","lon","lat","grav_total","Age_of_protection","Class","distprox","X.y","pare5in","pare15in","pare5inN","pare15inN","pare5out","pare15out","pare5outN","pare15outN","pare5btw","pare15btw","pare5LR","pare15LR","parein","pare25in","pareinN","pare25inN","pareout","pare25out","pareoutN","pare25outN","parebtw","pare25btw","pare25LR","pareLR","crypto5in","crypto15in","crypto35in","crypto5inN","crypto15inN","crypto35inN","crypto5out","crypto15out","crypto35out","crypto5outN","crypto15outN","crypto35outN","crypto5btw","crypto15btw","crypto35btw","crypto5LR","crypto15LR","crypto35LR","cryptoin","cryptoinN","cryptoout","cryptooutN","cryptobtw","cryptoLR","transi5in","transi15in","transi35in","transi5inN","transi15inN","transi35inN","transi5out","transi15out","transi35out","transi5outN","transi15outN","transi35outN","transi5btw","transi15btw","transi35btw","transi5LR","transi15LR","transi35LR","transiin","transiinN","transiout","transioutN","transibtw","transiLR","residin","resid5in","resid15in","resid35in","residinN","resid5inN","resid15inN","resid35inN","residout","resid5out","resid15out","resid35out","residoutN","resid5outN","resid15outN","resid35outN","residbtw","resid5btw","resid15btw","resid35btw","residLR","resid5LR","resid15LR","resid35LR","TotalinN","TotaloutN","Totalbtw","TotalLR","logbiomassarea"
"11","V10549",234,"niue","niue_1","central_pacific",4000,404.678248216479,404.678248216479,406.749846529827,-169.9222,-19.0935,35.29592494,0,"Fished",6.81116850915555,613,28,33,0.00189150847801121,0.00222927784908465,58,65,0.0039181247044518,0.0043910018239546,586.252944117714,129092.976178344,0,6,8,7,0.00054043099371749,0.000472877119502804,43,20,0.00290481659123151,0.00135107748429372,495.392907386864,52.1776782148148,10,0,38,5,6,0.00256704722015808,0.000337769371073431,0.000405323245288117,103,15,6,0.00695804904411268,0.00101330811322029,0.000405323245288117,204.894457500912,10565.5,18069.3333333333,1,0,31,16,0.00108086198743498,47,0.00317503208809025,5267.65025417951,0,19,18,5,0.00128352361007904,0.00121596973586435,0.000337769371073431,56,78,25,0.00378301695602243,0.00526920218874552,0.00168884685536716,1492.35992521424,112.103542395214,1196.16692782704,0,3,0,2,0.000135107748429372,14,0.000945754239005607,105.217349501079,15,8,38,48,21,0.00054043099371749,0.00256704722015808,0.00324258596230494,0.00141863135850841,43,106,119,67,0.00290481659123151,0.00716071066675674,0.00803891103154766,0.00452610957238398,495.392907386864,60163.8245350973,10923.382973365,5033.3295866203,0,2,8,0,0.0179693305411065,0.0485036816861447,237492.30208203,61,6.00819836879072
"12","V10587",443,"tonga","tonga_2","central_pacific",1500,215.091606415619,215.091606415619,218.529508205413,-174.7209,-19.9368,0.723435024,0,"Fished",4.29005381697348,655,31,30,0.00209417010065527,0.00202661622644059,53,60,0.00358035533337837,0.00405323245288117,38986.5780245205,669.703082143287,0,0,10,22,0.000675538742146862,0.0014861852327231,22,14,0.0014861852327231,0.000945754239005607,4496.0680735392,94219.6275482021,0,0,57,2,0,0.00385057083023711,0.000135107748429372,0,80,14,4,0.0054043099371749,0.000945754239005607,0.000270215496858745,1280.93565073633,9,0,78,0,0,24,0.00162129298115247,40,0.00270215496858745,19047.0703878284,0,32,27,11,0.00216172397486996,0.00182395460379653,0.000743092616361548,51,42,25,0.003445247584949,0.00283726271701682,0.00168884685536716,496.341389114783,2984.68039450205,3067.93309185366,164,0,0,3,0.000202661622644059,8,0.00054043099371749,20037.3047916611,0,10,53,61,21,0.000675538742146862,0.00358035533337837,0.00412078632709586,0.00141863135850841,22,89,103,38,0.0014861852327231,0.00601229480510707,0.00695804904411268,0.00256704722015808,4496.0680735392,4131.41780286758,1407.18361324395,27020.2695352402,0,83,2,0,0.0234411943524961,0.0387083699250152,174273.670132424,327,5.38692105441238
"13","V10598",440,"tonga","tonga_1","central_pacific",5160,88.7997885948376,88.7997885948376,90.2891523530629,-174.3952,-19.8283,8.871400927,0,"Fished",13.2745285693541,667,68,77,0.00459366344659866,0.00520164831453084,37,38,0.00249949334594339,0.00256704722015808,32987.0944937018,8683.92443060786,30,60,26,36,0.00175640072958184,0.0024319394717287,10,10,0.000675538742146862,0.000675538742146862,8106.5276230395,44426.8464220923,20,0,104,29,11,0.00702560291832737,0.0019590623522259,0.000743092616361548,58,9,2,0.0039181247044518,0.000607984867932176,0.000135107748429372,3538.96888090972,334,1017.5,56,0,0,72,0.00486387894345741,31,0.00209417010065527,28875.8966686243,5,66,70,39,0.00445855569816929,0.00472877119502804,0.00263460109437276,34,33,12,0.00229683172329933,0.00222927784908465,0.000810646490576235,242.307073164293,469.300739553231,4927.40073256287,38,6,0,10,0.000675538742146862,7,0.000472877119502804,300.144658073789,0,26,102,116,58,0.00175640072958184,0.00689049516989799,0.0078362494089036,0.0039181247044518,10,62,60,26,0.000675538742146862,0.00418834020131055,0.00405323245288117,0.00175640072958184,8106.5276230395,30131.3870971024,3387.49653311577,30423.0523720985,0,83,27,1,0.0524218063905965,0.0257380260757955,160569.278774909,321,4.5030173242264
"14","V10598",447,"tonga","tonga_7","central_pacific",2500,205.394137198905,205.394137198905,239.529752976008,-174.4924,-19.9616,7.603968166,0,"Fished",5.98042770265779,667,68,77,0.00459366344659866,0.00520164831453084,37,38,0.00249949334594339,0.00256704722015808,32987.0944937018,8683.92443060786,30,60,26,36,0.00175640072958184,0.0024319394717287,10,10,0.000675538742146862,0.000675538742146862,8106.5276230395,44426.8464220923,20,0,104,29,11,0.00702560291832737,0.0019590623522259,0.000743092616361548,58,9,2,0.0039181247044518,0.000607984867932176,0.000135107748429372,3538.96888090972,334,1017.5,56,0,0,72,0.00486387894345741,31,0.00209417010065527,28875.8966686243,5,66,70,39,0.00445855569816929,0.00472877119502804,0.00263460109437276,34,33,12,0.00229683172329933,0.00222927784908465,0.000810646490576235,242.307073164293,469.300739553231,4927.40073256287,38,6,0,10,0.000675538742146862,7,0.000472877119502804,300.144658073789,0,26,102,116,58,0.00175640072958184,0.00689049516989799,0.0078362494089036,0.0039181247044518,10,62,60,26,0.000675538742146862,0.00418834020131055,0.00405323245288117,0.00175640072958184,8106.5276230395,30131.3870971024,3387.49653311577,30423.0523720985,0,83,27,1,0.0524218063905965,0.0257380260757955,160569.278774909,321,5.47867763868004
"15","V10609",448,"tonga","tonga_8","central_pacific",2500,226.448780347467,226.448780347467,296.836827184232,-174.7436,-20.5031,43.37380658,0,"Fished",6.63303899255715,680,42,27,0.00283726271701682,0.00182395460379653,34,35,0.00229683172329933,0.00236438559751402,1555.3033719388,526.617133667223,14,9,12,20,0.000810646490576235,0.00135107748429372,38,27,0.00256704722015808,0.00182395460379653,498.239191375266,1208.48316892538,10,0,55,4,4,0.00371546308180774,0.000270215496858745,0.000270215496858745,76,15,5,0.00513409444031615,0.00101330811322029,0.000337769371073431,406.619402438864,1008.5,27800.9166666667,24,0,0,33,0.00222927784908465,39,0.00263460109437276,1620.63943977156,5,29,46,8,0.0019590623522259,0.00310747821387557,0.00054043099371749,49,53,23,0.00331013983651962,0.00358035533337837,0.00155373910693778,20019.1802339123,1342.00187846726,3014.81383259959,4,0,0,0,0,16,0.00108086198743498,0,0,12,55,68,17,0.000810646490576235,0.00371546308180774,0.00459366344659866,0.00114841586164967,38,79,81,52,0.00256704722015808,0.00533675606296021,0.00547186381138958,0.00351280145916368,498.239191375266,52421.6946962818,373.389284799403,479.705789804673,0,32,8,0,0.0253327028305073,0.035735999459569,110157.225459502,101,5.69318258440525
"16","V10619",444,"tonga","tonga_3","central_pacific",1500,430.184223268763,430.184223268763,494.499392064117,-174.704,-20.0798,0.912890815,0,"Fished",6.26455760962277,691,46,52,0.00310747821387557,0.00351280145916368,19,23,0.00128352361007904,0.00155373910693778,7388.06340523798,228.536880098246,52,0,23,34,0.00155373910693778,0.00229683172329933,17,10,0.00114841586164967,0.000675538742146862,18440.6580568509,4462.01105265036,0,0,72,14,5,0.00486387894345741,0.000945754239005607,0.000337769371073431,53,8,3,0.00358035533337837,0.00054043099371749,0.000202661622644059,12385.4827897764,10856,980,49,0,0,43,0.00290481659123151,26,0.00175640072958184,36935.8918976568,0,42,56,12,0.00283726271701682,0.00378301695602243,0.000810646490576235,28,40,22,0.00189150847801121,0.00270215496858745,0.0014861852327231,86.157829298885,1234.04425280012,6223.34458137247,14,0,0,8,0.00054043099371749,11,0.000743092616361548,501.519488813993,0,23,76,91,60,0.00155373910693778,0.00513409444031615,0.00614740255353645,0.00405323245288117,17,56,56,33,0.00114841586164967,0.00378301695602243,0.00378301695602243,0.00222927784908465,18440.6580568509,4108.45360089373,5462.83672678344,148213.233079311,0,36,0,2,0.0378301695602243,0.0237114098493549,201628.164198223,153,6.2035459216669
"17","V10628",441,"tonga","tonga_10","central_pacific",9520,57.4873730298528,57.4873730298528,71.6370677890373,-175.0036,-21.1126,0.031036787,0,"Fished",14.7491796595136,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2716126465536
"18","V10642",445,"tonga","tonga_4","central_pacific",4000,325.860681492979,325.860681492979,346.013850872194,-174.115,-18.7054,9.637179249,0,"Fished",5.07564923381,717,58,69,0.0039181247044518,0.00466121732081335,18,14,0.00121596973586435,0.000945754239005607,2357.99210201405,51.9156157373955,52,21,29,21,0.0019590623522259,0.00141863135850841,12,10,0.000810646490576235,0.000675538742146862,45861.9196825907,102.06625313293,10,0,77,15,1,0.00520164831453084,0.00101330811322029,6.75538742146862e-05,29,8,1,0.0019590623522259,0.00054043099371749,6.75538742146862e-05,1208.09655440022,64.5,5,143,46,0,31,0.00209417010065527,15,0.00101330811322029,79.9587443374799,0,36,37,14,0.0024319394717287,0.00249949334594339,0.000945754239005607,19,19,15,0.00128352361007904,0.00128352361007904,0.00101330811322029,16207.6022808227,13.3220484181468,1041.15096523886,134,21,0,7,0.000472877119502804,10,0.000675538742146862,693.487306013939,0,29,81,92,26,0.0019590623522259,0.00547186381138958,0.00621495642775113,0.00175640072958184,12,36,27,14,0.000810646490576235,0.0024319394717287,0.00182395460379653,0.000945754239005607,45861.9196825907,2481.75640438027,1492.40259011081,10812.3712659531,0,115,24,0,0.0356008917111396,0.0141863135850841,35838.1760802085,566,5.84647880567901
"19","V10644",442,"tonga","tonga_11","central_pacific",4160,50.3998121297122,50.3998121297122,53.584571269758,-173.94,-18.7197,13.96639455,0,"Fished",6.70948410259139,719,35,44,0.00236438559751402,0.00297237046544619,11,16,0.000743092616361548,0.00108086198743498,30.0597385846059,268.329903197729,72,6,31,15,0.00209417010065527,0.00101330811322029,17,9,0.00114841586164967,0.000607984867932176,4273.5961828747,395.170125368536,0,0,64,13,4,0.00432344794973992,0.000878200364790921,0.000270215496858745,30,6,1,0.00202661622644059,0.000405323245288117,6.75538742146862e-05,2544.42657662489,9791.5,137,96,48,0,42,0.00283726271701682,15,0.00101330811322029,51030.9916080156,5,28,40,18,0.00189150847801121,0.00270215496858745,0.00121596973586435,28,30,12,0.00189150847801121,0.00202661622644059,0.000810646490576235,236.150371918214,2361.49420113455,1772.41300505355,132,28,0,9,0.000607984867932176,2,0.000135107748429372,744.791224053724,0,31,67,90,57,0.00209417010065527,0.00452610957238398,0.00607984867932176,0.00385057083023711,17,34,41,19,0.00114841586164967,0.00229683172329933,0.00276970884280213,0.00128352361007904,4273.5961828747,657.337844488364,1273.03308132409,26961.4880694273,0,99,54,1,0.0320880902519759,0.0160102681888806,46428.4029171218,536,3.98126117719534
"20","V10841",176,"ilha_gde","ilha_gde_5","sw_atlantic",960,50.0156105825412,50.0156105825412,57.0770082560585,-44.3381,-23.1658,500.2068783,0,"Fished",230.116405491934,938,8,11,0.00054043099371749,0.000743092616361548,20,34,0.00135107748429372,0.00229683172329933,6.55519480519481,2327.93648987299,768,207,28,12,0.00189150847801121,0.000810646490576235,21,8,0.00141863135850841,0.00054043099371749,57709.3700135552,1788.74521229491,220,9,32,10,5,0.00216172397486996,0.000675538742146862,0.000337769371073431,37,6,5,0.00249949334594339,0.000405323245288117,0.000337769371073431,5564.79644005315,88872.5,28483.5,621,247,28,33,0.00222927784908465,31,0.00209417010065527,1809464.13727078,165,14,20,16,0.000945754239005607,0.00135107748429372,0.00108086198743498,28,39,19,0.00189150847801121,0.00263460109437276,0.00128352361007904,17813.8463612827,11962.0064448722,7986.23777460179,568,40,4,19,0.00128352361007904,13,0.000878200364790921,3215.83833375087,30,28,35,43,37,0.00189150847801121,0.00236438559751402,0.00290481659123151,0.00249949334594339,21,47,48,35,0.00141863135850841,0.00317503208809025,0.00324258596230494,0.00236438559751402,57709.3700135552,141979.045923459,89257.7100193749,66102.0328061345,9,581,207,34,0.0164155914341688,0.0220225629939877,462144.912666751,3525,4.04440137806155
