"","From","To","Prob"
"164530","V1686","V1271",2
"164532","V1688","V1271",23
"164533","V1689","V1271",10
"164534","V1690","V1271",13
"164535","V1691","V1271",21
"164536","V1692","V1271",8
"164537","V1693","V1271",14
"164789","V1945","V1271",1
"164793","V1949","V1271",1
"164811","V1967","V1271",1
"164812","V1968","V1271",4
"164813","V1969","V1271",1
"164814","V1970","V1271",7
"164815","V1971","V1271",12
"164816","V1972","V1271",2
"164817","V1973","V1271",1
"164818","V1974","V1271",5
"164819","V1975","V1271",12
"164820","V1976","V1271",8
"164822","V1978","V1271",1
"165441","V2597","V1271",1
"172168","V9324","V1271",2
"174858","V12014","V1271",1
"174918","V12074","V1271",2
"174920","V12076","V1271",1
"176087","V13243","V1271",1
"176088","V13244","V1271",1
"176108","V13264","V1271",1
"176117","V13273","V1271",2
"176122","V13278","V1271",2
"176138","V13294","V1271",1
"176140","V13296","V1271",1
"176141","V13297","V1271",1
"176151","V13307","V1271",1
"176152","V13308","V1271",4
"176153","V13309","V1271",1
"176466","V13622","V1271",1
"176538","V13694","V1271",1
"178916","V1268","V1272",33
"178917","V1269","V1272",3
"178918","V1270","V1272",1
"178920","V1272","V1272",3
"178923","V1275","V1272",5
"178927","V1279","V1272",30
"178928","V1280","V1272",97
"178930","V1282","V1272",74
"178933","V1285","V1272",3
"178936","V1288","V1272",1
"178939","V1291","V1272",7
"178942","V1294","V1272",4
"178947","V1299","V1272",1
"178951","V1303","V1272",5
"178952","V1304","V1272",12
"178953","V1305","V1272",43
"178954","V1306","V1272",2
"178955","V1307","V1272",2
"178956","V1308","V1272",6
"178957","V1309","V1272",31
"178958","V1310","V1272",6
"178959","V1311","V1272",15
"178960","V1312","V1272",4
"178961","V1313","V1272",1
"178962","V1314","V1272",2
"178965","V1317","V1272",10
"178966","V1318","V1272",22
"178967","V1319","V1272",18
"178968","V1320","V1272",30
"178969","V1321","V1272",25
"178970","V1322","V1272",7
"178971","V1323","V1272",22
"178972","V1324","V1272",1
"178976","V1328","V1272",12
"178977","V1329","V1272",21
"178978","V1330","V1272",45
"178980","V1332","V1272",60
"178981","V1333","V1272",2
"178987","V1339","V1272",1
"179016","V1368","V1272",4
"179023","V1375","V1272",4
"179025","V1377","V1272",1
"179031","V1383","V1272",3
"179034","V1386","V1272",1
"179039","V1391","V1272",2
"179044","V1396","V1272",14
"179046","V1398","V1272",18
"179047","V1399","V1272",17
"179048","V1400","V1272",3
"179050","V1402","V1272",3
"179051","V1403","V1272",1
"179053","V1405","V1272",1
"179054","V1406","V1272",4
"179056","V1408","V1272",20
"179058","V1410","V1272",79
"179059","V1411","V1272",1
"179060","V1412","V1272",25
"179061","V1413","V1272",19
"179063","V1415","V1272",1
"179068","V1420","V1272",8
"179070","V1422","V1272",1
"179074","V1426","V1272",6
"179075","V1427","V1272",6
"179076","V1428","V1272",25
"179077","V1429","V1272",2
"179078","V1430","V1272",35
"179079","V1431","V1272",6
"179080","V1432","V1272",16
"179081","V1433","V1272",2
"179082","V1434","V1272",1
"179083","V1435","V1272",15
"179085","V1437","V1272",11
"179088","V1440","V1272",1
"179089","V1441","V1272",1
"179090","V1442","V1272",1
"179091","V1443","V1272",1
"179092","V1444","V1272",23
"179094","V1446","V1272",3
"179096","V1448","V1272",2
"179097","V1449","V1272",11
"179099","V1451","V1272",1
"179101","V1453","V1272",16
"179103","V1455","V1272",5
"179105","V1457","V1272",10
"179106","V1458","V1272",5
"179107","V1459","V1272",2
"179110","V1462","V1272",8
"179111","V1463","V1272",7
"179112","V1464","V1272",2
"179114","V1466","V1272",3
"179115","V1467","V1272",8
"179117","V1469","V1272",5
"179118","V1470","V1272",2
"179119","V1471","V1272",6
"179120","V1472","V1272",1
"179121","V1473","V1272",3
"179123","V1475","V1272",27
"179125","V1477","V1272",2
"179128","V1480","V1272",1
"179129","V1481","V1272",5
"179130","V1482","V1272",3
"179131","V1483","V1272",1
"179132","V1484","V1272",1
"179133","V1485","V1272",3
"179156","V1508","V1272",1
"179163","V1515","V1272",1
"179170","V1522","V1272",2
"179173","V1525","V1272",4
"179174","V1526","V1272",4
"179176","V1528","V1272",4
"179177","V1529","V1272",4
"179180","V1532","V1272",1
"179181","V1533","V1272",2
"179182","V1534","V1272",2
"179184","V1536","V1272",4
"179185","V1537","V1272",2
"179186","V1538","V1272",3
"179187","V1539","V1272",3
"179188","V1540","V1272",1
"179189","V1541","V1272",6
"179192","V1544","V1272",1
"179206","V1558","V1272",2
"179209","V1561","V1272",1
"179212","V1564","V1272",5
"179214","V1566","V1272",3
"179217","V1569","V1272",8
"179218","V1570","V1272",4
"179220","V1572","V1272",1
"179222","V1574","V1272",2
"179225","V1577","V1272",1
"179230","V1582","V1272",3
"179231","V1583","V1272",1
"179234","V1586","V1272",2
"179235","V1587","V1272",2
"179236","V1588","V1272",1
"179239","V1591","V1272",2
"179241","V1593","V1272",4
"179243","V1595","V1272",4
"179244","V1596","V1272",4
"179246","V1598","V1272",2
"179249","V1601","V1272",4
"179250","V1602","V1272",1
"179251","V1603","V1272",5
"179252","V1604","V1272",2
"179257","V1609","V1272",2
"179322","V1674","V1272",2
"179325","V1677","V1272",5
"179326","V1678","V1272",8
"179329","V1681","V1272",1
"179330","V1682","V1272",1
"179331","V1683","V1272",2
"179332","V1684","V1272",1
"179334","V1686","V1272",1
"179336","V1688","V1272",3
"179337","V1689","V1272",2
"179338","V1690","V1272",7
"179339","V1691","V1272",4
"179340","V1692","V1272",5
"179341","V1693","V1272",1
"179594","V1946","V1272",1
"179618","V1970","V1272",4
"179619","V1971","V1272",4
"179621","V1973","V1272",1
"179623","V1975","V1272",3
"180245","V2597","V1272",1
"189724","V12076","V1272",1
"190904","V13256","V1272",1
"190907","V13259","V1272",2
"190911","V13263","V1272",1
"190912","V13264","V1272",1
"190913","V13265","V1272",4
"190914","V13266","V1272",2
"190915","V13267","V1272",2
"190925","V13277","V1272",1
"190926","V13278","V1272",1
"190941","V13293","V1272",1
"190942","V13294","V1272",1
"190944","V13296","V1272",2
"190948","V13300","V1272",1
"190954","V13306","V1272",2
"190955","V13307","V1272",1
"190956","V13308","V1272",1
"190957","V13309","V1272",2
"191052","V13404","V1272",1
"191312","V13664","V1272",1
"193720","V1268","V1273",2
"193722","V1270","V1273",2
"193727","V1275","V1273",7
"193731","V1279","V1273",1
"193737","V1285","V1273",4
"193740","V1288","V1273",1
"193743","V1291","V1273",1
"193745","V1293","V1273",1
"193746","V1294","V1273",4
"193752","V1300","V1273",1
"193753","V1301","V1273",1
"193756","V1304","V1273",21
"193757","V1305","V1273",11
"193758","V1306","V1273",1
"193759","V1307","V1273",17
"193760","V1308","V1273",51
"193761","V1309","V1273",3
"193762","V1310","V1273",33
"193763","V1311","V1273",1
"193764","V1312","V1273",6
"193765","V1313","V1273",1
"193766","V1314","V1273",6
"193767","V1315","V1273",1
"193769","V1317","V1273",14
"193772","V1320","V1273",16
"193773","V1321","V1273",2
"193780","V1328","V1273",1
"193781","V1329","V1273",7
"193820","V1368","V1273",12
"193821","V1369","V1273",2
"193823","V1371","V1273",11
"193827","V1375","V1273",13
"193831","V1379","V1273",2
"193832","V1380","V1273",2
"193835","V1383","V1273",2
"193836","V1384","V1273",5
"193838","V1386","V1273",3
"193842","V1390","V1273",2
"193848","V1396","V1273",10
"193849","V1397","V1273",23
"193851","V1399","V1273",9
"193852","V1400","V1273",1
"193853","V1401","V1273",3
"193854","V1402","V1273",2
"193855","V1403","V1273",18
"193856","V1404","V1273",8
"193858","V1406","V1273",6
"193859","V1407","V1273",8
"193860","V1408","V1273",28
"193861","V1409","V1273",54
"193862","V1410","V1273",27
"193863","V1411","V1273",21
"193864","V1412","V1273",2
"193866","V1414","V1273",1
"193867","V1415","V1273",3
"193868","V1416","V1273",1
"193870","V1418","V1273",12
"193872","V1420","V1273",6
"193873","V1421","V1273",6
"193878","V1426","V1273",24
"193879","V1427","V1273",2
"193880","V1428","V1273",17
"193881","V1429","V1273",6
"193882","V1430","V1273",4
"193883","V1431","V1273",4
"193884","V1432","V1273",36
"193885","V1433","V1273",10
"193886","V1434","V1273",26
"193887","V1435","V1273",8
"193889","V1437","V1273",31
"193891","V1439","V1273",5
"193893","V1441","V1273",14
"193896","V1444","V1273",27
"193897","V1445","V1273",2
"193900","V1448","V1273",1
"193901","V1449","V1273",20
"193902","V1450","V1273",2
"193903","V1451","V1273",2
"193905","V1453","V1273",11
"193906","V1454","V1273",5
"193907","V1455","V1273",1
"193909","V1457","V1273",24
"193911","V1459","V1273",1
"193913","V1461","V1273",5
"193914","V1462","V1273",13
"193915","V1463","V1273",16
"193916","V1464","V1273",2
"193918","V1466","V1273",2
"193919","V1467","V1273",17
"193920","V1468","V1273",4
"193921","V1469","V1273",2
"193922","V1470","V1273",3
"193923","V1471","V1273",24
"193924","V1472","V1273",3
"193925","V1473","V1273",2
"193926","V1474","V1273",4
"193927","V1475","V1273",24
"193928","V1476","V1273",1
"193931","V1479","V1273",1
"193932","V1480","V1273",1
"193933","V1481","V1273",3
"193934","V1482","V1273",2
"193935","V1483","V1273",7
"193936","V1484","V1273",2
"193937","V1485","V1273",8
"193938","V1486","V1273",8
"193939","V1487","V1273",8
"193967","V1515","V1273",3
"193974","V1522","V1273",2
"193977","V1525","V1273",8
"193979","V1527","V1273",1
"193980","V1528","V1273",1
"193985","V1533","V1273",2
"193986","V1534","V1273",4
"193988","V1536","V1273",5
"193989","V1537","V1273",5
"193990","V1538","V1273",4
"193992","V1540","V1273",1
"193993","V1541","V1273",2
"194001","V1549","V1273",1
"194007","V1555","V1273",1
"194013","V1561","V1273",3
"194018","V1566","V1273",2
"194019","V1567","V1273",1
"194024","V1572","V1273",3
"194025","V1573","V1273",1
"194029","V1577","V1273",1
"194034","V1582","V1273",1
"194035","V1583","V1273",3
"194042","V1590","V1273",1
"194046","V1594","V1273",1
"194048","V1596","V1273",1
"194056","V1604","V1273",2
"194057","V1605","V1273",1
"194059","V1607","V1273",1
"194129","V1677","V1273",1
"194131","V1679","V1273",2
"194132","V1680","V1273",4
"194133","V1681","V1273",5
"194135","V1683","V1273",2
"194136","V1684","V1273",7
"194137","V1685","V1273",4
"194138","V1686","V1273",7
"194139","V1687","V1273",3
"194142","V1690","V1273",4
"194143","V1691","V1273",14
"194144","V1692","V1273",10
"194191","V1739","V1273",1
"194398","V1946","V1273",2
"194401","V1949","V1273",1
"194420","V1968","V1273",1
"194427","V1975","V1273",1
"194428","V1976","V1273",1
"194431","V1979","V1273",1
"195600","V3148","V1273",1
"201606","V9154","V1273",1
"205653","V13201","V1273",1
"206074","V13622","V1273",2
"206132","V13680","V1273",1
"208524","V1268","V1274",3
"208525","V1269","V1274",1
"208526","V1270","V1274",10
"208528","V1272","V1274",1
"208529","V1273","V1274",6
"208535","V1279","V1274",2
"208536","V1280","V1274",2
"208541","V1285","V1274",7
"208543","V1287","V1274",1
"208547","V1291","V1274",3
"208548","V1292","V1274",1
"208549","V1293","V1274",6
"208550","V1294","V1274",2
"208556","V1300","V1274",1
"208557","V1301","V1274",1
"208560","V1304","V1274",3
"208561","V1305","V1274",4
"208563","V1307","V1274",2
"208564","V1308","V1274",2
"208566","V1310","V1274",2
"208568","V1312","V1274",11
"208569","V1313","V1274",2
"208570","V1314","V1274",3
"208573","V1317","V1274",6
"208576","V1320","V1274",7
"208577","V1321","V1274",4
"208578","V1322","V1274",2
"208579","V1323","V1274",4
"208580","V1324","V1274",2
"208582","V1326","V1274",1
"208584","V1328","V1274",26
"208585","V1329","V1274",13
"208588","V1332","V1274",3
"208594","V1338","V1274",2
"208596","V1340","V1274",1
"208624","V1368","V1274",16
"208625","V1369","V1274",1
"208627","V1371","V1274",6
"208631","V1375","V1274",1
"208635","V1379","V1274",1
"208636","V1380","V1274",6
"208639","V1383","V1274",8
"208640","V1384","V1274",1
"208646","V1390","V1274",2
"208647","V1391","V1274",2
"208650","V1394","V1274",1
"208652","V1396","V1274",13
"208653","V1397","V1274",2
"208655","V1399","V1274",9
"208657","V1401","V1274",2
"208658","V1402","V1274",1
"208659","V1403","V1274",13
"208661","V1405","V1274",1
"208662","V1406","V1274",14
"208663","V1407","V1274",6
"208664","V1408","V1274",21
"208665","V1409","V1274",17
"208666","V1410","V1274",17
"208667","V1411","V1274",5
"208668","V1412","V1274",1
"208669","V1413","V1274",1
"208670","V1414","V1274",1
"208671","V1415","V1274",4
"208672","V1416","V1274",1
"208674","V1418","V1274",1
"208677","V1421","V1274",1
"208678","V1422","V1274",4
"208682","V1426","V1274",12
"208684","V1428","V1274",4
"208685","V1429","V1274",3
"208686","V1430","V1274",3
"208687","V1431","V1274",1
"208688","V1432","V1274",19
"208689","V1433","V1274",2
"208690","V1434","V1274",2
"208691","V1435","V1274",2
"208693","V1437","V1274",45
"208695","V1439","V1274",4
"208696","V1440","V1274",1
"208697","V1441","V1274",2
"208700","V1444","V1274",15
"208701","V1445","V1274",2
"208704","V1448","V1274",1
"208705","V1449","V1274",14
"208706","V1450","V1274",5
"208707","V1451","V1274",1
"208709","V1453","V1274",22
"208711","V1455","V1274",1
"208715","V1459","V1274",1
"208717","V1461","V1274",2
"208718","V1462","V1274",3
"208719","V1463","V1274",43
"208722","V1466","V1274",1
"208723","V1467","V1274",2
"208724","V1468","V1274",10
"208725","V1469","V1274",8
"208726","V1470","V1274",1
"208727","V1471","V1274",8
"208728","V1472","V1274",1
"208729","V1473","V1274",5
"208730","V1474","V1274",13
"208731","V1475","V1274",40
"208736","V1480","V1274",3
